id,State,match,year,Population,Violent_Crime_rate,MNMR,MNMR_rank,rape,rape_rank,robbery_rate,robbery_rate_rank,assault_rate,assault_rate_rank,property_crime_rate,property_crime_rate_rank,burglary_rate,burglary_rate_rank,larceny_theft_rate,larceny_theft_rate_rank,motor_vehicle_theft_rate,motor_vehicle_theft_rate_rank
MS,Mississippi,28,1969,2363000,141.9,8.1,19,9.1,42,14.6,46,110.1,26,952.6,51,316.5,50,563.3,51,72.9,51
IL,Illinois,17,1969,11047000,448.5,8.6,18,19.1,15,236.7,5,184,11,3020,22,738.7,28,1806.8,24,474.5,15
MI,Michigan,26,1969,8766000,502.5,8.8,17,32.3,3,265.1,4,196.3,9,4301.7,7,1315.5,6,2485,12,501.2,13
NV,Nevada,32,1969,457000,359.3,9,16,20.6,12,170.9,8,158.9,17,4786.4,4,1366.5,3,2859.7,4,560.2,9
MD,Maryland,24,1969,3765000,645.3,9.3,15,29.9,4,294.4,3,311.7,2,3928,14,1114.7,14,2220.7,13,592.6,6
LA,Louisiana,22,1969,3745000,360.3,9.5,14,22.1,10,102.6,16,226,5,2391.8,34,694.6,32,1373.1,36,324.2,26
TN,Tennessee,47,1969,3985000,231.7,9.6,13,12.7,30,75.2,24,134.3,22,1972.4,40,715,30,975.8,46,281.6,32
AR,Arkansas,5,1969,1995000,220.1,9.9,12,17.4,17,44.4,36,148.4,21,1968.5,41,651.1,35,1206.5,39,110.9,47
WY,Wyoming,56,1969,320000,89.4,10.3,11,11.6,34,15.9,45,51.6,43,2612.2,30,565,42,1870,21,177.2,40
KY,Kentucky,21,1969,3232000,177.8,10.4,9,11.4,36,69.2,26,86.7,34,1987.1,39,569.3,41,1072,44,345.9,25
MO,Missouri,29,1969,4651000,392.6,10.4,10,27.3,7,182.4,7,172.5,14,3786.6,16,1118.8,13,2089.2,17,578.5,8
AK,Alaska,2,1969,282000,221.3,10.6,8,29.4,5,67.4,27,113.8,25,3658.9,17,870.6,21,2196.8,14,591.5,7
FL,Florida,12,1969,6354000,462.9,11.3,5,21.2,11,162.8,9,267.5,4,4279.7,8,1358.3,4,2538.4,11,382.9,23
NC,North Carolina,37,1969,5205000,348.1,11.3,6,11.9,33,43.1,37,281.8,3,1903.6,42,611,36,1126.1,42,166.5,42
TX,Texas,48,1969,11187000,328.1,11.3,7,19.2,14,116.6,13,180.9,13,3639.4,18,1091.9,15,2160.8,15,386.6,21
GA,Georgia,13,1969,4641000,242.1,11.9,4,17.1,18,62.4,29,150.7,20,2157.4,38,701.5,31,1182.9,40,273,33
SC,South Carolina,45,1969,2692000,239.6,12.5,3,14,26,50,33,163,15,2311.6,35,806.5,24,1266.7,37,238.4,35
AL,Alabama,1,1969,3531000,250.4,13.7,2,14,27,41,38,181.7,12,1876.2,43,667.2,34,1037.8,45,171.2,41
DC,Columbia,9,1969,798000,2135.1,36,1,97.2,1,1549.6,1,452.3,1,8270.9,1,2869.9,1,3998.7,1,1402.3,1
ND,North Dakota,38,1970,617761,34.2,0.5,51,6.2,48,6.5,51,21,51,1672.3,48,286.4,51,1295,42,91,50
VT,Vermont,50,1970,444732,74,1.3,50,10.3,40,7.6,50,54.6,45,1823.1,47,730.6,37,968.7,48,123.9,46
ME,Maine,23,1970,993663,89.3,1.5,49,7,45,12.6,48,68.1,43,1970.7,44,638.5,41,1179.6,45,152.6,44
IA,Iowa,19,1970,2825041,79.3,1.9,48,6.2,49,28.5,41,42.8,49,2425.8,37,507.3,46,1743.4,31,175,40
MN,Minnesota,27,1970,3805069,152,2,45,9.7,41,89.1,24,51.2,46,3048.9,28,801.7,31,1901.5,27,345.7,26
NH,New Hampshire,33,1970,737681,56,2,46,6,50,12.1,49,35.9,50,1666.2,49,565.6,44,928.6,49,172,41
WI,Wisconsin,55,1970,4417933,85.8,2,47,6.7,46,33.1,40,44,47,2616.2,35,538.5,45,1860.1,29,217.6,39
NE,Nebraska,31,1970,1483791,184.1,3,44,9.3,42,57.3,34,114.5,30,2368.9,38,504.5,47,1572.5,35,291.9,32
MT,Montana,30,1970,694409,111.5,3.2,42,10.5,39,22.3,43,75.5,40,2771.4,34,593.7,43,1955.9,25,221.8,38
RI,Rhode Island,44,1970,949723,204.7,3.2,43,3.6,51,78.3,26,119.6,28,4064.1,13,1018.9,21,2186.2,18,859,3
UT,Utah,49,1970,1059273,137.7,3.4,41,10.9,38,53.1,36,70.3,42,4063.9,14,915,23,2832.7,10,316.3,29
CT,Connecticut,10,1970,3032217,170.4,3.5,38,9.1,43,70.4,30,87.4,37,3319,23,1084.2,16,1750.7,30,484.2,17
MA,Massachusetts,25,1970,5689170,202.9,3.5,39,12,34,99.5,20,87.9,36,3543.4,19,1134.1,15,1531.2,36,878.1,2
WA,Washington,53,1970,3409169,221.3,3.5,40,18,18,93.5,23,106.3,32,4659.7,9,1444.5,9,2853.5,9,361.8,24
HI,Hawaii,15,1970,769913,121.8,3.6,37,11.8,36,63.3,32,43.1,48,5143.3,5,1456.1,8,3106.1,4,581.1,8
SD,South Dakota,46,1970,666257,92.5,3.8,36,11.1,37,17.1,47,60.5,44,1961.1,46,471.3,48,1396.2,38,93.7,48
ID,Idaho,16,1970,713008,123.3,4.6,34,12.3,32,20.5,45,85.8,38,3031.5,29,673.6,39,2213.7,17,144.2,45
OR,Oregon,41,1970,2091385,256.9,4.6,35,18,19,102.5,19,131.7,25,4431.3,10,1273.4,11,2825,11,332.8,28
KS,Kansas,20,1970,2249071,202.8,4.8,33,14.5,28,75.1,27,108.5,31,3440.8,21,881.7,27,2302.5,15,256.6,36
IN,Indiana,18,1970,5193669,234.6,4.9,32,19.9,14,110.3,16,99.6,33,3250.3,27,925.8,22,1874.2,28,450.3,19
PA,Pennsylvania,42,1970,11793909,220.2,5.4,31,11.9,35,108.6,17,94.2,35,1965.6,45,599.7,42,1020.7,47,345.2,27
NJ,New Jersey,34,1970,7168164,287.1,5.7,29,12.9,30,169.4,10,99,34,3288.2,26,1041.4,19,1689.4,32,557.4,10
WY,Wyoming,56,1970,332416,113.1,5.7,30,12.3,33,22,44,73.1,41,2859.1,31,645.9,40,2048.6,23,164.6,43
OK,Oklahoma,40,1970,2559253,202.9,5.9,28,15.6,26,54.7,35,126.7,26,2774.4,32,835.4,29,1659.6,33,279.3,34
CO,Colorado,8,1970,2207259,356.7,6.2,26,36,2,129.1,14,185.4,16,4961.4,6,1380.9,10,2992.1,6,588.4,7
WV,West Virginia,54,1970,1744237,123.7,6.2,27,6.7,47,27.3,42,83.5,39,1254.8,50,388.5,49,773.8,50,92.4,49
OH,Ohio,39,1970,10652017,284.3,6.6,25,16,24,145.9,11,115.9,29,3290.1,25,853.9,28,1943.5,26,492.8,16
CA,California,6,1970,19953134,474.8,6.9,24,35.1,3,206.9,6,225.9,6,5864.3,2,1753,2,3422.1,3,689.2,5
DE,Delaware,11,1970,548104,327.5,7.7,23,18.6,16,105.5,18,195.8,12,3935.6,16,1056.2,17,2320.4,14,559,9
NY,New York,36,1970,18190740,685,7.9,22,15.8,25,446.1,2,215.2,7,4286.3,11,1470.4,7,2125,21,690.9,4
NV,Nevada,32,1970,488738,398.6,8.8,20,19.6,15,188.4,8,181.7,17,5365.2,4,1660.6,3,3044,5,660.7,6
TN,Tennessee,47,1970,3924164,274.9,8.8,21,15.5,27,82,25,168.6,20,2120.7,43,806.7,30,1024.7,46,289.3,33
MD,Maryland,24,1970,3922399,624.9,9.2,19,23.9,8,338.6,4,253.3,4,4016.1,15,1051.2,18,2417.3,13,547.6,12
MI,Michigan,26,1970,8875083,575.7,9.4,18,27.1,5,346.6,3,192.7,14,4931.8,7,1570.7,4,2897.1,7,464,18
AZ,Arizona,4,1970,1772482,370.3,9.5,17,27,6,120.2,15,213.7,9,5543.9,3,1493,6,3549.7,2,501.2,15
IL,Illinois,17,1970,11113976,467.9,9.6,15,20.4,13,251.1,5,186.8,15,3311.6,24,765.4,35,2028.4,24,517.8,14
NM,New Mexico,35,1970,1016000,304.4,9.6,16,22.3,10,67.6,31,204.8,10,4131.6,12,1196.5,12,2532.4,12,402.8,21
AR,Arkansas,5,1970,1923295,222.3,10.1,14,17.1,21,45.6,39,149.5,23,2198.8,41,759.4,36,1320,41,119.4,47
VA,Virginia,51,1970,4648494,302,10.4,13,17.1,22,95.5,22,179.1,18,3363.4,22,914.6,24,2134.9,20,313.9,30
MO,Missouri,29,1970,4677399,405.9,10.7,12,27.4,4,200.8,7,167,22,3748.8,18,1137,14,2073.9,22,537.8,13
KY,Kentucky,21,1970,3219311,222.3,11.1,11,13.7,29,72.8,28,124.7,27,2261.8,40,703.9,38,1211.5,43,346.3,25
MS,Mississippi,28,1970,2216912,179.3,11.5,10,8.9,44,19,46,139.8,24,1123.1,51,351.2,50,693.6,51,78.4,51
TX,Texas,48,1970,11196000,365.3,11.6,9,20.8,12,136.5,13,196.4,11,3808.1,17,1159.9,13,2242.7,16,405.4,20
AL,Alabama,1,1970,3444165,295.7,11.7,6,18.5,17,50.3,38,215.2,8,2183.8,42,776.4,33,1184,44,223.5,37
LA,Louisiana,22,1970,3643180,413.5,11.7,7,23.1,9,140.8,12,237.8,5,2902.5,30,890,26,1627.7,34,384.7,23
NC,North Carolina,37,1970,5082059,370.2,11.7,8,12.9,31,52.3,37,293.2,2,2272.5,39,765.8,34,1338.9,40,167.8,42
AK,Alaska,2,1970,302173,278,12.2,5,26.1,7,71.8,29,167.8,21,3523.8,20,789.9,32,2182.5,19,551.3,11
FL,Florida,12,1970,6789443,498.2,12.7,4,22.2,11,186.1,9,277.2,3,4819,8,1561.8,5,2860.6,8,396.6,22
SC,South Carolina,45,1970,2590516,286.1,14.6,3,18,20,60.1,33,193.4,13,2772,33,1019.4,20,1495.5,37,257.1,35
GA,Georgia,13,1970,4589575,304.5,15.3,2,16.1,23,95.8,21,177.3,19,2577.1,36,899.9,25,1368.6,39,308.6,31
DC,Columbia,9,1970,756510,2226.8,29.2,1,95.2,1,1561.9,1,540.5,1,8656.6,1,2873.7,1,4314.3,1,1468.6,1
VT,Vermont,50,1971,458000,72.7,1.1,51,11.4,42,9.8,50,50.4,48,2007.6,47,726,39,1142.6,48,139.1,46
SD,South Dakota,46,1971,670000,96.1,1.2,50,9.9,44,18.2,47,66.9,44,1963.1,49,453.3,48,1426.6,39,83.3,51
ND,North Dakota,38,1971,625000,38.1,1.3,49,4.2,51,7.5,51,25.1,51,2012.3,46,339.8,51,1585.8,36,86.7,50
IA,Iowa,19,1971,2852000,98.9,1.8,48,8.9,45,30.4,43,57.8,47,2526.6,37,531.6,47,1841.8,31,153.3,44
ME,Maine,23,1971,1003000,90,2,47,7.4,48,14.4,49,66.3,45,2226.2,43,750.6,36,1327.8,42,147.8,45
NH,New Hampshire,33,1971,762000,76.1,2.2,46,8.3,46,16.1,48,49.5,49,1997.1,48,666.9,42,1146.2,47,184,40
MN,Minnesota,27,1971,3881000,154.4,2.4,45,12.1,40,77,30,62.9,46,3382.5,24,881.7,31,2157.7,20,343.1,27
NE,Nebraska,31,1971,1512000,155.8,2.6,44,14,35,36,39,103.2,37,2383.1,38,551.4,46,1577.1,37,254.6,34
UT,Utah,49,1971,1099000,153.7,2.7,43,14.6,32,60.5,34,75.8,43,4332.1,14,914.7,27,3089.1,6,328.3,29
WI,Wisconsin,55,1971,4476000,88.4,2.8,42,7.6,47,31.5,42,46.4,50,2921.8,32,629.4,44,2051.8,25,240.6,36
RI,Rhode Island,44,1971,960000,221.8,3,41,5.6,49,84.9,27,128.2,28,4588.3,13,1097.4,19,2511.6,15,979.4,3
CT,Connecticut,10,1971,3081000,193.7,3.1,40,11.9,41,83.2,28,95.5,39,3452.5,22,1067.3,20,1846,30,539.1,11
OR,Oregon,41,1971,2158000,293.6,3.2,39,22.2,14,110.4,20,157.7,26,4646.2,11,1340.7,13,2944.5,10,361,25
ID,Idaho,16,1971,732000,125.3,3.3,38,10.5,43,22.3,45,89.2,41,3382.2,25,741.8,38,2473.9,16,166.5,42
MA,Massachusetts,25,1971,5758000,266,3.8,36,12.4,39,140.1,14,109.6,34,4081.5,17,1339.8,14,1756.9,33,984.9,2
WA,Washington,53,1971,3449000,236.4,3.8,37,17.7,24,93.3,24,121.6,31,4649.4,10,1392.8,11,2912.4,11,344.3,26
MT,Montana,30,1971,708000,137.1,4.4,35,14.1,34,28.7,44,90,40,3046.8,30,654.9,43,2169.8,18,222,37
KS,Kansas,20,1971,2258000,214.5,5.1,34,15.9,29,65.7,32,127.8,29,3280.7,28,888.6,30,2148.4,21,243.8,35
HI,Hawaii,15,1971,789000,231.9,5.3,31,17.5,25,93,25,116.1,33,5226.9,4,1437.1,8,3222.4,4,567.3,9
IN,Indiana,18,1971,5274000,247.1,5.3,32,19.4,18,126,17,96.3,38,3275.7,29,969,23,1903.9,28,402.7,20
WY,Wyoming,56,1971,340000,156.5,5.3,33,13.8,37,20,46,117.4,32,2660,36,586.2,45,1892.1,29,181.8,41
NJ,New Jersey,34,1971,7300000,362.2,5.8,30,14.5,33,220,7,121.8,30,3603.1,21,1215.3,15,1807.7,32,580.1,8
DE,Delaware,11,1971,558000,369.2,6.1,29,18.3,21,144.1,12,200.7,16,4645.9,12,1390.5,12,2670.6,13,584.8,7
PA,Pennsylvania,42,1971,11879000,268.7,6.2,28,13.9,36,141.9,13,106.7,36,2299.5,40,742.3,37,1189,45,368.2,24
WV,West Virginia,54,1971,1752000,131.9,6.4,27,5,50,35.4,41,85.1,42,1269.5,51,387.7,50,770.9,51,110.8,48
CO,Colorado,8,1971,2283000,373.6,6.5,25,38.4,3,134.9,16,193.8,19,5143.3,5,1450,7,3128.5,5,564.8,10
OK,Oklahoma,40,1971,2610000,257.4,6.5,26,16.6,28,60.3,35,174,22,2867,33,930.6,25,1654.2,35,282.3,33
AZ,Arizona,4,1971,1849000,400.6,6.7,24,29.9,5,113.3,19,250.7,5,5540.9,3,1435.9,9,3654.2,1,450.8,19
OH,Ohio,39,1971,10778000,298.4,7.5,23,18.4,20,163.7,11,108.7,35,3367.8,26,932.6,24,1938.8,27,496.4,16
CA,California,6,1971,20223000,518.6,8.1,22,36.1,4,235.5,6,238.9,8,6171.5,2,1939.8,2,3517.9,3,713.9,4
MO,Missouri,29,1971,4749000,386.5,8.9,21,26.2,8,179.7,9,171.7,23,3659,20,1167.1,17,1989.7,26,502.2,14
IL,Illinois,17,1971,11196000,477.3,9.6,20,21.6,15,258.1,5,187.9,21,3408.1,23,836.7,33,2095.6,23,475.8,17
NY,New York,36,1971,18391000,788.7,9.9,19,17.5,26,531.1,2,230.1,10,4295.4,15,1488.2,6,2113.1,22,694.1,5
VA,Virginia,51,1971,4714000,326.3,10.1,18,21.3,17,106.8,21,188.2,20,3307.2,27,920.2,26,2076.5,24,310.5,30
AR,Arkansas,5,1971,1944000,240.7,10.5,16,17.1,27,48.7,38,164.5,24,2087.5,45,720.9,40,1243.5,43,123.1,47
MI,Michigan,26,1971,8997000,574.6,10.5,17,26.7,6,330.1,3,207.3,15,5140.6,6,1686.7,3,2956,9,497.9,15
KY,Kentucky,21,1971,3282000,235.1,10.9,15,14.9,30,77.4,29,131.9,27,2246.6,42,719,41,1195.4,44,332.3,28
LA,Louisiana,22,1971,3681000,413.1,11.1,14,23.7,12,135.1,15,243.2,7,3043,31,911.9,28,1729.4,34,401.7,21
MD,Maryland,24,1971,4000000,621.4,11.2,13,24.9,10,325.4,4,259.9,4,4177.8,16,1122.5,18,2528.5,14,526.8,12
NV,Nevada,32,1971,507000,372.2,11.4,12,26.6,7,171.2,10,162.9,25,5089.3,8,1505.9,5,2977.1,8,606.3,6
NC,North Carolina,37,1971,5146000,387.7,11.8,11,14.8,31,55.3,37,305.8,3,2341.5,39,813.1,34,1362.4,40,166.1,43
NM,New Mexico,35,1971,1030000,387.8,12,10,26.2,9,103.1,23,246.4,6,4718,9,1417.1,10,2842.1,12,458.7,18
TX,Texas,48,1971,11460000,376,12.1,9,23.6,13,124.1,18,216.3,12,3724.1,19,1183.7,16,2161,19,379.4,23
TN,Tennessee,47,1971,3990000,313.8,12.4,8,18.1,23,86.5,26,196.8,18,2299.4,41,901.4,29,1094.5,49,303.5,31
FL,Florida,12,1971,7041000,547.9,13.3,7,24.3,11,190.6,8,319.7,2,5125.2,7,1678.4,4,3054.1,7,392.7,22
AK,Alaska,2,1971,313000,355.3,13.4,6,43.5,2,67.1,31,231.3,9,3809.3,18,848.6,32,2438,17,522.7,13
MS,Mississippi,28,1971,2226000,276.3,14.7,5,13.7,38,35.9,40,212,14,1324.2,50,444.7,49,780,50,99.4,49
AL,Alabama,1,1971,3479000,311.4,15.1,4,19,19,57.6,36,219.7,11,2187,44,791.8,35,1173.9,46,221.2,38
GA,Georgia,13,1971,4664000,340.9,16,3,21.5,16,104.2,22,199.2,17,2707,35,1050.7,21,1354.5,41,301.8,32
SC,South Carolina,45,1971,2627000,311.7,16.6,2,18.2,22,62.4,33,214.5,13,2826.8,34,1030.7,22,1576.5,38,219.6,39
DC,Columbia,9,1971,741000,2170.6,37.1,1,83,1,1514.4,1,536,1,7345.7,1,2539.5,1,3627.8,2,1178.4,1
SD,South Dakota,46,1972,679000,111.3,1.2,51,11.3,41,15.6,48,83.2,42,2016.2,46,472.8,49,1436.1,40,107.4,50
ND,North Dakota,38,1972,632000,45.9,1.3,49,4.9,51,8.9,51,30.9,51,1941.9,48,357.1,51,1494.1,39,90.7,51
RI,Rhode Island,44,1972,968000,250.4,1.3,50,8.3,46,81.7,28,159.1,25,4302.6,12,1124,17,2282.4,17,896.2,2
IA,Iowa,19,1972,2883000,87.4,1.7,46,8.6,45,26.7,45,50.3,48,2444.4,39,521.6,48,1753.7,30,169.1,42
NH,New Hampshire,33,1972,771000,63.7,1.7,47,7,50,13.4,49,41.6,50,1927.5,49,596.6,44,1206.1,45,124.8,45
VT,Vermont,50,1972,462000,96.3,1.7,48,10.8,42,10.6,50,73.2,45,2108.2,43,738.3,39,1255.8,44,114.1,48
MN,Minnesota,27,1972,3896000,174.5,2.4,45,14.7,35,84.4,26,72.9,46,3179.6,26,927.2,26,1915.1,25,337.3,26
MT,Montana,30,1972,719000,150.1,2.5,44,10.8,43,33.2,43,103.5,37,3055.2,29,708.2,41,2100,18,247,35
WI,Wisconsin,55,1972,4520000,96.4,2.8,43,8.3,47,36.7,41,48.6,49,2854.5,35,638.5,43,1983.2,23,232.7,36
NE,Nebraska,31,1972,1525000,173,2.9,41,13.9,38,52.7,39,103.5,38,2455.5,38,556.7,46,1637.2,34,261.6,34
UT,Utah,49,1972,1126000,183.2,2.9,42,18.3,27,62.3,36,99.7,40,4023.2,15,913.2,27,2832.2,8,277.7,32
CT,Connecticut,10,1972,3082000,199.2,3.2,40,8.9,44,79.1,29,107.9,34,3203.9,24,956.8,24,1778,29,469.1,14
MA,Massachusetts,25,1972,5787000,295.2,3.7,39,13.5,40,152.8,12,125.2,30,3811.8,17,1242.3,14,1597.1,36,972.4,1
ID,Idaho,16,1972,756000,143.5,3.8,38,15.6,34,20.6,47,103.4,39,3276.9,23,754.6,37,2338.4,15,183.9,41
KS,Kansas,20,1972,2258000,209.8,4,37,17.8,28,68.9,30,119.1,31,3195,25,906.6,28,2056.4,20,232,37
WY,Wyoming,56,1972,345000,148.1,4.1,36,13.9,39,33.9,42,96.2,41,2884.1,32,596.2,45,2084.1,19,203.8,39
WA,Washington,53,1972,3443000,250.6,4.2,35,21.8,19,87.6,25,137,29,4452.7,11,1381.4,10,2739.9,10,331.3,27
ME,Maine,23,1972,1029000,111.1,5.3,34,7.8,49,21.1,46,76.9,44,2479.5,37,792.5,35,1524.6,38,162.4,44
OR,Oregon,41,1972,2182000,297.6,5.5,33,26.3,10,109.5,23,156.3,26,4750.8,8,1468.8,9,2895.4,6,386.6,19
PA,Pennsylvania,42,1972,11926000,277.1,6,32,16,32,149.3,13,105.8,35,2133.6,42,749.1,38,1046,49,338.5,25
IN,Indiana,18,1972,5291000,245.1,6.1,30,22.5,17,111.1,22,105.4,36,3164.6,27,948.4,25,1850.7,27,365.5,22
WV,West Virginia,54,1972,1781000,129.1,6.1,31,8.2,48,31.6,44,83.2,43,1307.4,51,413,50,784.7,51,109.7,49
NJ,New Jersey,34,1972,7367000,374.3,6.5,29,16.9,31,210.1,7,140.8,28,3465.7,21,1194.3,16,1685.3,33,586.2,6
HI,Hawaii,15,1972,809000,155.5,6.8,28,21.3,21,55.4,37,72.1,47,4457,10,1335.6,11,2723,11,398.4,18
DE,Delaware,11,1972,565000,386,6.9,27,14.2,37,130.1,17,234.9,13,4137.7,13,1249.4,13,2397.2,14,491.2,11
OK,Oklahoma,40,1972,2634000,238.8,7,26,19,25,64.6,35,148.1,27,2866.9,34,993,22,1605.5,35,268.4,33
AZ,Arizona,4,1972,1945000,448.9,7.3,25,33.4,7,120.8,19,287.4,5,5484.4,3,1615.9,4,3438.7,2,429.8,17
OH,Ohio,39,1972,10783000,299.4,7.5,24,19.9,23,160.6,11,111.4,33,3140,28,901.3,30,1796.1,28,442.6,16
CO,Colorado,8,1972,2357000,405.4,8.3,22,38.4,4,141.4,14,217.3,15,5188.2,5,1580.1,7,3018.8,5,589.3,5
MO,Missouri,29,1972,4753000,383.4,8.3,23,25.5,12,175.6,10,174,23,3549.8,20,1100.6,20,1978.8,24,470.5,13
CA,California,6,1972,20468000,540.7,8.8,20,39.7,3,238.6,6,253.7,8,5872.4,2,1949.2,1,3242,3,681.3,4
IL,Illinois,17,1972,11251000,508.1,8.8,21,23.3,14,260.1,5,215.9,16,3283.1,22,846.1,33,1994,22,443,15
AK,Alaska,2,1972,325000,370.5,9.5,19,41.8,2,66.5,32,252.6,10,4108,14,970.8,23,2639.1,13,498.2,10
KY,Kentucky,21,1972,3299000,225.7,9.8,18,15.7,33,83.2,27,117.1,32,2007.9,47,650.2,42,1075.9,48,281.8,30
AR,Arkansas,5,1972,1978000,244.7,10.4,17,17.3,30,54.8,38,162.2,24,2107.7,44,735.1,40,1258.4,42,114.2,47
MI,Michigan,26,1972,9082000,555.2,11,15,29.3,8,289.3,4,225.6,14,4808.3,7,1582.3,6,2752,9,473.9,12
NY,New York,36,1972,18366000,754.3,11,16,22.9,16,470.4,2,250.1,11,3626.6,18,1306.1,12,1748.3,31,572.1,7
TN,Tennessee,47,1972,4031000,319,11.3,14,19.9,24,101.1,24,186.7,22,2327.3,40,894.3,32,1132.2,46,300.9,29
NM,New Mexico,35,1972,1065000,431.7,11.5,13,33.7,6,121.6,18,265,7,4516.6,9,1469.5,8,2667.5,12,379.6,20
VA,Virginia,51,1972,4764000,346,11.8,12,21.7,20,113.5,21,199,19,3040.4,30,896.9,31,1862.1,26,281.4,31
TX,Texas,48,1972,11649000,354.4,12.4,11,23.5,13,120.3,20,198.2,20,3560,19,1215.7,15,2005.7,21,338.6,24
MD,Maryland,24,1972,4056000,651.2,12.5,10,26,11,324.1,3,288.6,4,3977.5,16,1111.7,19,2331.6,16,534.2,9
FL,Florida,12,1972,7259000,554.5,12.7,9,26.4,9,189.4,9,326,3,4822.3,6,1605.1,5,2851.1,7,366.1,21
LA,Louisiana,22,1972,3720000,422.4,13.2,8,23,15,133.4,16,252.8,9,2960.2,31,903.1,29,1700.6,32,356.4,23
NV,Nevada,32,1972,527000,429.6,13.5,6,34,5,190.1,8,192,21,5420.5,4,1757.5,2,3099.6,4,563.4,8
NC,North Carolina,37,1972,5214000,423.6,13.5,7,14.6,36,66.2,33,329.3,2,2235.5,41,812.7,34,1257.7,43,165.2,43
AL,Alabama,1,1972,3510000,313.2,14.1,5,18.8,26,68.6,31,211.7,17,2081.3,45,789.6,36,1096.7,47,195,40
MS,Mississippi,28,1972,2263000,312.7,15.4,4,17.5,29,39.9,40,240,12,1492.6,50,540,47,832,50,120.5,46
SC,South Carolina,45,1972,2665000,386.9,16.8,3,22.5,18,66.1,34,281.6,6,2877.7,33,1116.7,18,1538.6,37,222.4,38
GA,Georgia,13,1972,4720000,377.6,18.5,2,20.8,22,134.3,15,204,18,2674.2,36,1081.7,21,1285.8,41,306.7,28
DC,Columbia,9,1972,748000,1685.4,32.8,1,95.5,1,1036.2,1,521,1,6179.8,1,1711.4,3,3690.2,1,778.2,3
ND,North Dakota,38,1973,640000,60.8,0.8,51,7.3,51,7.3,51,45.3,51,2017.7,49,383.4,51,1502.8,38,131.4,49
ME,Maine,23,1973,1028000,122.4,2.1,49,7.8,50,20.7,48,91.7,42,2720,38,973.4,31,1566.8,37,179.8,44
NH,New Hampshire,33,1973,791000,82,2.1,50,9.5,47,13.3,49,57.1,46,2247.3,44,685,44,1373.3,44,189,43
IA,Iowa,19,1973,2904000,102.3,2.2,47,11.3,43,32.9,43,55.9,47,2729.3,37,634,47,1904.6,29,190.7,42
VT,Vermont,50,1973,464000,70.5,2.2,48,11.2,44,8.8,50,48.3,49,2427.6,42,801.5,39,1489.9,40,136.2,48
ID,Idaho,16,1973,770000,164.2,2.6,45,14.2,41,26.9,46,120.5,32,3293.6,27,848.8,38,2237.8,19,207,41
WI,Wisconsin,55,1973,4569000,115.4,2.6,46,10.8,46,48.7,40,53.3,48,3061.5,33,710.6,42,2122,21,228.9,36
MN,Minnesota,27,1973,3897000,177.7,2.7,44,14.9,40,88.7,27,71.5,45,3357.8,25,1016.4,28,2004.7,26,336.7,27
UT,Utah,49,1973,1157000,208.5,3.2,43,22.9,20,62.6,38,119.8,33,4038.6,17,989.3,30,2748.1,12,301.2,32
CT,Connecticut,10,1973,3076000,208.7,3.3,42,11.1,45,84.2,29,110.1,38,3455.7,24,1029.3,26,1909.7,28,516.7,13
RI,Rhode Island,44,1973,973000,282.5,3.4,41,8.3,49,97,24,173.8,25,4395.8,13,1189.1,20,2312.3,16,894.3,2
SD,South Dakota,46,1973,685000,126.9,3.8,40,12.8,42,24.7,47,85.5,43,2048.9,47,498.7,49,1406,42,144.2,47
WA,Washington,53,1973,3429000,271.5,4,39,26.2,15,96.3,25,145,31,4818.5,9,1540.4,9,2902.4,8,375.7,22
NE,Nebraska,31,1973,1542000,185.4,4.3,38,16.5,32,62.5,39,102.1,41,2625.8,40,637.4,46,1685.7,36,302.7,31
MA,Massachusetts,25,1973,5818000,351.9,4.4,37,16.3,34,182,11,149.3,30,4169.1,15,1330.3,13,1729.2,34,1109.6,1
OR,Oregon,41,1973,2225000,292.7,4.9,36,29.3,10,99.4,23,159,28,5004.4,7,1607.7,5,2988.5,6,408.2,19
HI,Hawaii,15,1973,832000,155.6,5.3,35,20.2,26,83.7,30,46.5,50,4803.1,10,1535.5,10,2830.8,10,436.9,18
WV,West Virginia,54,1973,1794000,123.7,5.7,34,9.3,48,27.9,45,80.8,44,1347.8,51,415.8,50,824.9,51,107.1,51
DE,Delaware,11,1973,576000,350,5.9,33,15.8,37,90.3,26,238,16,4232.6,14,1219.4,18,2526.4,14,486.8,15
KS,Kansas,20,1973,2279000,217.5,6,31,18,30,78.1,33,115.3,36,3296.3,26,1030.5,25,2055.3,23,210.5,40
MT,Montana,30,1973,721000,167.4,6,32,16.4,33,36.3,42,108.7,40,3227.9,28,755.6,41,2241.7,18,230.5,35
PA,Pennsylvania,42,1973,11902000,272.2,6.3,30,15.8,38,138.6,17,111.5,37,2229.5,46,773.6,40,1090.7,49,365.3,23
OK,Oklahoma,40,1973,2663000,246.2,6.6,29,20,27,68.2,36,151.4,29,3220.2,30,1163.9,22,1745.2,33,311.1,30
WY,Wyoming,56,1973,353000,216.1,6.8,28,15.6,39,32.9,44,160.9,26,3196.9,32,699.7,43,2282.7,17,214.4,39
IN,Indiana,18,1973,5316000,257.6,7.3,26,23.3,19,108.8,21,118.2,35,3469.1,23,1035.8,24,2043.3,25,389.9,20
OH,Ohio,39,1973,10731000,291.7,7.3,27,21.4,24,143.5,16,119.5,34,3204.1,31,943,33,1884.3,30,376.9,21
