id,State,match,year,Population,Violent_Crime_rate,MNMR,MNMR_rank,rape,rape_rank,robbery_rate,robbery_rate_rank,assault_rate,assault_rate_rank,property_crime_rate,property_crime_rate_rank,burglary_rate,burglary_rate_rank,larceny_theft_rate,larceny_theft_rate_rank,motor_vehicle_theft_rate,motor_vehicle_theft_rate_rank
OH,Ohio,39,2001,11389785,351.4,4,27,39.2,16,151,15,157.2,41,3820.2,23,850.9,16,2598.6,25,370.8,25
KY,Kentucky,21,2001,4068816,258.3,4.4,26,25.8,38,80.3,35,147.7,42,2638.5,43,662.7,26,1756,46,219.8,41
NY,New York,36,2001,19084350,513.6,5,25,18.6,48,191.5,6,298.5,22,2399.9,47,421.3,47,1725.6,47,253,40
VA,Virginia,51,2001,7196750,291,5.1,24,24.6,42,95.3,28,166,40,2883.3,39,439.1,46,2182.4,36,261.8,39
FL,Florida,12,2001,16373330,798.3,5.3,21,40.6,12,200.7,4,551.7,4,4779.2,5,1075.2,2,3154.8,6,549.2,8
OK,Oklahoma,40,2001,3469577,510.9,5.3,22,42.8,10,79.1,38,383.6,12,4083.5,15,996.5,9,2724.7,20,362.3,26
PA,Pennsylvania,42,2001,12303104,409.9,5.3,23,28.2,33,142.2,19,234.2,26,2547.4,46,441.7,45,1815.4,45,290.3,34
NM,New Mexico,35,2001,1830935,780.4,5.4,20,46.4,4,147.2,17,581.3,3,4538.4,10,1067.9,3,3080.7,11,389.8,22
AR,Arkansas,5,2001,2694698,452.4,5.5,19,33.1,23,80.9,34,332.8,18,3677.8,25,823.7,18,2582.5,26,271.6,38
AK,Alaska,2,2001,633630,589.5,6.2,16,79.1,1,81.1,33,423.1,8,3655.1,26,607.1,31,2634.8,23,413.2,20
NC,North Carolina,37,2001,8206105,493.1,6.2,17,25.4,40,162.1,14,299.4,21,4433,11,1241.6,1,2891,14,300.3,32
TX,Texas,48,2001,21370983,571.6,6.2,18,38.2,17,165.4,13,361.7,15,4570,9,956.3,10,3133.3,7,480.4,13
CA,California,6,2001,34600463,615.2,6.4,15,28.8,31,186.7,7,393.3,11,3278,34,671.3,25,2016.6,40,590.1,6
MO,Missouri,29,2001,5637309,540.5,6.6,14,24.5,43,137.8,20,371.6,13,4229.2,13,762.4,21,2969.9,13,496.9,10
IN,Indiana,18,2001,6126743,371.1,6.7,12,28,34,117,24,219.3,29,3452.9,29,697.9,24,2404.1,31,350.9,28
MI,Michigan,26,2001,10006266,553.9,6.7,13,52.6,3,129.3,21,365.3,14,3521.3,27,719.9,23,2265.7,33,535.7,9
GA,Georgia,13,2001,8405677,495.7,7.1,11,25.9,36,171.3,10,291.4,23,4138.5,14,854.2,15,2837.2,17,447.2,16
TN,Tennessee,47,2001,5749398,744,7.4,10,38.2,18,177.7,8,520.7,5,4400.3,12,1038.5,7,2870.1,15,491.7,11
AZ,Arizona,4,2001,5306966,540.3,7.5,9,28.6,32,167.1,11,337.1,17,5537.5,2,1033,8,3520.8,4,983.7,2
IL,Illinois,17,2001,12520227,633.1,7.8,8,32,25,199.1,5,394.1,10,3471.6,28,632.2,30,2450.1,29,389.2,23
SC,South Carolina,45,2001,4062125,815.2,8.1,7,43.5,8,147.4,16,616.1,2,4580.2,8,1049,4,3120.1,9,411.1,21
MD,Maryland,24,2001,5386079,781.4,8.3,6,26.9,35,251.1,2,495.1,6,4075.5,16,771.5,19,2709.5,21,594.6,5
AL,Alabama,1,2001,4468912,438.2,8.5,5,30.6,29,125,22,274.1,25,3876.8,20,909.4,12,2685,22,282.4,36
NV,Nevada,32,2001,2097722,589.2,8.6,4,42.1,11,235.1,3,303.4,19,3693.8,24,844.3,17,2148.7,37,700.9,3
MS,Mississippi,28,2001,2859733,349.9,9.9,3,40.1,13,115.2,25,184.7,38,3832.8,22,1042.8,5,2458.8,28,331.3,30
LA,Louisiana,22,2001,4470368,686.3,11.2,2,31.4,27,175.9,9,467.7,7,4646,7,1039.1,6,3121.8,8,485.1,12
DC,Columbia,9,2001,573822,1602.4,40.3,1,31.5,26,658.7,1,871.9,1,6139.9,1,862.5,14,3888.5,1,1388.9,1
ND,North Dakota,38,2002,633911,78.2,0.8,51,25.7,42,9.1,51,42.6,51,2328.7,47,353.8,51,1814.3,42,160.6,46
NH,New Hampshire,33,2002,1274405,161.3,0.9,50,35,24,32.4,44,93,48,2059.8,51,379.6,49,1527.6,50,152.5,47
ME,Maine,23,2002,1294894,107.8,1.1,49,29.1,32,20.9,46,56.8,50,2547.3,44,537.9,38,1899.1,40,110.4,50
SD,South Dakota,46,2002,760437,177.5,1.4,48,47.5,5,15.4,49,113.2,46,2103,50,399,48,1596.3,49,107.7,51
IA,Iowa,19,2002,2935840,285.7,1.5,47,27.1,36,39.8,42,217.2,29,3163.6,35,635,31,2330.2,31,198.3,43
MT,Montana,30,2002,910372,351.2,1.8,46,26,40,31.1,45,292.3,20,3158.2,36,361.3,50,2601,25,195.9,44
HI,Hawaii,15,2002,1240663,262.9,1.9,45,30,28,97.5,27,133.5,45,5801.4,3,1025.4,8,3977.2,1,798.8,4
OR,Oregon,41,2002,3520355,292.5,2,43,35.2,23,77.9,38,177.4,36,4577.5,7,729.9,20,3378.2,4,469.4,13
UT,Utah,49,2002,2318789,236.7,2,44,40.7,14,49.2,41,144.8,43,4210.9,14,652.2,29,3225.6,5,333,29
VT,Vermont,50,2002,616408,106.7,2.1,42,20.4,48,12.5,50,71.7,49,2424,46,566,35,1733.3,44,124.8,49
MN,Minnesota,27,2002,5024791,267.2,2.2,41,45.2,8,78.4,37,141.4,44,3264.3,34,557.9,36,2430.9,28,275.5,34
CT,Connecticut,10,2002,3458587,312.5,2.4,40,21.4,47,117.6,23,171,38,2701.3,40,494.7,43,1871.7,41,334.8,28
ID,Idaho,16,2002,1343124,254.6,2.7,38,37,21,17.9,48,197,33,2913.2,38,554,37,2163.6,36,195.6,45
MA,Massachusetts,25,2002,6421800,484.9,2.7,39,27.7,35,111.6,25,342.9,18,2612.2,43,517.7,40,1680.6,47,414,19
NE,Nebraska,31,2002,1727564,314.2,2.8,36,26.9,37,78.7,36,205.9,31,3946.5,20,597.9,34,2977.6,11,371,25
WI,Wisconsin,55,2002,5439692,225,2.8,37,22.7,46,86.6,31,112.8,47,3028.6,37,513.4,41,2267.9,33,247.4,40
KS,Kansas,20,2002,2711769,377.2,2.9,35,38.2,19,79.8,34,256.3,25,3716,26,725.7,22,2724.3,21,266,36
WA,Washington,53,2002,6067060,345.5,3,33,45.1,9,95.5,28,201.9,32,4762.9,4,905.7,14,3189.8,6,667.4,5
WY,Wyoming,56,2002,498830,273.4,3,34,29.7,30,18.6,47,222.1,28,3306.5,33,490.7,44,2666.8,22,148.9,48
DE,Delaware,11,2002,805945,600,3.2,31,44.4,11,143.2,16,409.2,8,3346,30,664.4,27,2302.3,32,379.3,23
WV,West Virginia,54,2002,1804884,233.9,3.2,32,18.2,50,36.4,43,176.1,37,2277.1,49,536.2,39,1525,51,216,42
RI,Rhode Island,44,2002,1068326,285.6,3.8,30,37,22,85.7,32,159,41,3308.2,32,600.5,33,2251.3,34,456.4,15
CO,Colorado,8,2002,4501051,352.9,4,28,45.9,7,79.5,35,223.5,27,4000.3,18,703.8,24,2781.4,16,515.1,9
NJ,New Jersey,34,2002,8575252,376.1,4,29,15.9,51,162.7,9,193.5,34,2655.5,41,511.9,42,1726.6,45,417,18
OH,Ohio,39,2002,11408699,351.7,4.6,27,42.2,13,156.6,13,148.3,42,3760.1,23,869.2,16,2516,26,374.9,24
KY,Kentucky,21,2002,4089822,271.4,4.7,25,26.6,38,76.6,39,163.6,40,2655.1,42,657.5,28,1769.7,43,227.9,41
OK,Oklahoma,40,2002,3489700,504,4.7,26,45.1,10,85,33,369.2,13,4244.7,13,1007.9,10,2870.9,13,366,26
NY,New York,36,2002,19134293,496.6,4.8,24,20.3,49,191.6,6,280,22,2310.5,48,400.9,47,1662.1,48,247.5,39
AK,Alaska,2,2002,641482,565.4,5.1,22,79.7,1,76.2,40,404.4,9,3759.7,24,609.2,32,2765.3,18,385.2,22
PA,Pennsylvania,42,2002,12328827,402.1,5.1,23,30.3,27,139.2,18,227.6,26,2440.4,45,451.1,45,1723.1,46,266.2,35
AR,Arkansas,5,2002,2706268,425,5.2,21,27.9,34,93.3,30,298.6,19,3738.4,25,858.3,18,2628.3,24,251.7,38
VA,Virginia,51,2002,7287829,291.7,5.3,20,25.2,43,95.5,29,165.6,39,2851.1,39,435.8,46,2161.8,37,253.5,37
FL,Florida,12,2002,16691701,771.2,5.5,19,40.5,15,195.2,5,530.1,4,4656.4,5,1061.9,4,3064.3,8,530.3,8
MO,Missouri,29,2002,5669544,539,5.8,18,25.8,41,123.9,20,383.4,10,4065.9,15,753.5,19,2820.7,14,491.7,11
IN,Indiana,18,2002,6156913,357.3,5.9,17,29.9,29,107.4,26,214.1,30,3394,28,692,25,2372.5,30,329.5,31
TX,Texas,48,2002,21736925,579.7,6,16,39.1,18,172.9,8,361.7,15,4620.1,6,978.1,11,3169.7,7,472.4,12
NC,North Carolina,37,2002,8305820,471,6.6,15,26.4,39,146.9,15,291,21,4258.6,12,1198.4,1,2760.8,19,299.4,33
AL,Alabama,1,2002,4478896,445,6.8,12,37.2,20,133.1,19,268,24,4027.8,17,950.6,12,2767,17,310.1,32
CA,California,6,2002,35001986,595.4,6.8,13,29.1,33,185.6,7,373.8,11,3361.2,29,681.2,26,2044.7,39,635.3,6
MI,Michigan,26,2002,10043221,540.7,6.8,14,53.4,3,118,22,362.6,14,3336.2,31,706.6,23,2134.4,38,495.1,10
AZ,Arizona,4,2002,5441125,554.5,7.1,10,29.6,31,147,14,370.8,12,5849.8,2,1085.9,2,3704,3,1059.9,2
GA,Georgia,13,2002,8544005,459.6,7.1,11,24.7,45,157.2,12,270.7,23,4056.2,16,865.3,17,2745.7,20,445.2,17
SC,South Carolina,45,2002,4103770,822.7,7.3,8,47.7,4,140.7,17,627,2,4479,8,1066,3,3002,9,411,20
TN,Tennessee,47,2002,5789796,717.8,7.3,9,39.6,16,162.6,10,508.5,5,4307.6,11,1057.9,6,2791.3,15,458.4,14
IL,Illinois,17,2002,12586447,601.9,7.6,7,34.7,25,201.1,4,358.4,16,3420.2,27,647,30,2417.1,29,356,27
NM,New Mexico,35,2002,1852044,740.7,8.2,6,55.5,2,119.1,21,558,3,4345.3,10,1060.1,5,2883.6,12,401.6,21
NV,Nevada,32,2002,2167455,639.3,8.4,5,42.8,12,236.1,3,352,17,3870.7,21,874.3,15,2189.6,35,806.8,3
MS,Mississippi,28,2002,2866733,343.9,9.2,4,39.3,17,117.1,24,178.3,35,3822.6,22,1032.3,7,2458.1,27,332.2,30
MD,Maryland,24,2002,5450525,770.8,9.4,3,25.1,44,246.2,2,490.1,6,3983.2,19,729.6,21,2629.5,23,624.2,7
LA,Louisiana,22,2002,4476192,663.3,13.2,2,34.2,26,159.1,11,456.7,7,4442.1,9,1013.1,9,2978,10,451,16
DC,Columbia,9,2002,569157,1637.9,46.4,1,46,6,673.6,1,871.8,1,6409,1,908.4,13,3814.1,2,1686.5,1
ME,Maine,23,2003,1309205,108.6,1.2,51,27,38,22.1,46,58.3,50,2450.2,44,502.5,41,1836.5,41,111.2,50
NH,New Hampshire,33,2003,1288705,150.3,1.3,49,34,25,37.2,44,77.8,49,2052.9,50,356.1,50,1546.8,50,150,48
SD,South Dakota,46,2003,764905,173.7,1.3,50,46.5,8,13.6,49,112.3,47,2003.4,51,376.3,49,1512.9,51,114.3,49
ND,North Dakota,38,2003,633400,80.2,1.4,48,25.3,42,8.4,51,45.2,51,2109.9,49,309.3,51,1630.4,46,170.2,46
IA,Iowa,19,2003,2941976,277.9,1.7,47,27.1,36,38.4,43,210.7,30,2976,36,595.3,32,2189,33,191.7,44
HI,Hawaii,15,2003,1248755,272.3,1.8,46,29.4,29,93.5,27,147.6,42,5274.6,3,913.6,15,3588.1,1,772.8,4
ID,Idaho,16,2003,1367034,245.9,1.9,44,39.1,16,17.9,47,187,35,2929.1,37,573.3,35,2162.3,35,193.6,43
OR,Oregon,41,2003,3564330,294.8,1.9,45,34.2,24,79.9,35,178.8,36,4765.6,4,801.3,20,3432,3,532.3,9
MA,Massachusetts,25,2003,6420357,473.1,2.2,43,28.8,31,124.8,20,317.4,19,2562.8,41,544.6,37,1620.9,47,397.3,19
RI,Rhode Island,44,2003,1076084,285.7,2.3,42,46.9,6,77.1,37,159.3,39,2995.2,35,513.3,39,2074.2,37,407.7,17
VT,Vermont,50,2003,619343,114.2,2.4,41,20.3,47,10,50,81.4,48,2228.7,48,487.1,42,1635.9,45,105.6,51
MN,Minnesota,27,2003,5064172,262.9,2.5,40,41.3,12,77.1,38,142,43,3113.3,33,546.9,36,2294.9,32,271.5,35
DE,Delaware,11,2003,818166,675.3,2.6,38,45.2,9,176.1,8,451.4,6,3415.3,28,741.4,21,2314.1,31,359.8,24
UT,Utah,49,2003,2352119,250.4,2.6,39,39.1,17,53.5,41,155.3,41,4255.1,15,721.1,23,3202.3,5,331.7,29
WY,Wyoming,56,2003,502111,261.7,2.8,37,27.1,37,16.7,48,215.1,29,3315.6,30,520,38,2636.7,22,158.9,47
WA,Washington,53,2003,6131298,346.9,3,36,46.7,7,93.3,28,204,31,4755,5,950.4,13,3142.1,7,662.5,6
CT,Connecticut,10,2003,3486960,316.8,3.2,34,20,48,120.8,21,172.7,37,2666.5,40,460.1,44,1880.4,40,326.1,31
NE,Nebraska,31,2003,1737475,293.8,3.2,35,29,30,67.1,40,194.5,33,3751.9,23,583.2,33,2815.8,16,352.9,26
MT,Montana,30,2003,918157,365,3.3,32,26.8,39,32.5,45,302.5,20,3096.2,34,405.4,46,2483.2,24,207.6,41
WI,Wisconsin,55,2003,5474290,221.1,3.3,33,22,46,80.3,34,115.5,46,2880.4,38,484.9,43,2169.7,34,225.8,39
WV,West Virginia,54,2003,1811440,255.4,4,31,17.2,50,38.7,42,195.5,32,2339,46,579.5,34,1568.3,49,191.2,45
CO,Colorado,8,2003,4547633,346.5,4.1,30,42.1,11,82.2,32,218.2,27,3951.6,20,712.3,24,2737.6,20,501.7,11
KY,Kentucky,21,2003,4118189,248.5,4.4,29,27.3,35,78.3,36,138.5,45,2510.1,43,632.2,29,1677.5,43,200.4,42
KS,Kansas,20,2003,2724786,397.5,4.6,27,39.8,14,82.5,31,270.6,22,4010.4,19,806.4,19,2916.6,11,287.4,34
OH,Ohio,39,2003,11437680,333.9,4.6,28,40.7,13,147.7,14,140.8,44,3650.1,25,831.3,18,2460.1,25,358.6,25
NJ,New Jersey,34,2003,8642412,364.3,4.7,26,14.9,51,154.4,13,190.4,34,2549.6,42,502.8,40,1646.4,44,400.4,18
NY,New York,36,2003,19212425,465.8,4.9,25,19.6,49,186.3,5,255,24,2249,47,392.7,48,1620.9,48,235.3,38
MO,Missouri,29,2003,5719204,490.8,5.1,24,24.5,44,116.9,22,344.3,12,4083.9,17,734.3,22,2825.8,15,523.7,10
PA,Pennsylvania,42,2003,12370761,397.8,5.2,23,28.7,32,145.3,15,218.5,26,2430.2,45,435.9,45,1724.1,42,270.3,36
FL,Florida,12,2003,16999181,731.1,5.4,22,39.6,15,185.4,6,500.6,4,4457.3,8,1003.8,7,2973.6,9,479.8,13
IN,Indiana,18,2003,6199571,352.3,5.5,21,27.7,34,103.2,25,215.9,28,3355.7,29,670.7,28,2349.9,29,335,27
VA,Virginia,51,2003,7365284,278.2,5.6,20,24.5,45,91.1,30,156.9,40,2721.5,39,395.2,47,2082.3,36,244.1,37
OK,Oklahoma,40,2003,3506469,506.4,5.9,19,42.8,10,91.9,29,365.8,10,4312.3,10,993.8,9,2948.9,10,369.5,23
AK,Alaska,2,2003,648280,598,6,17,93.3,1,68.8,39,429.9,8,3761.6,22,597.6,31,2784.4,17,379.6,22
NC,North Carolina,37,2003,8421190,454.1,6,18,25.4,41,145.2,16,277.5,21,4270.9,13,1195.6,1,2755.9,18,319.3,32
MI,Michigan,26,2003,10082364,511.3,6.1,16,54.3,2,111.6,23,339.3,14,3278.6,32,677.6,27,2068.3,38,532.7,8
NM,New Mexico,35,2003,1878562,667.3,6.2,15,50,3,103.1,26,507.9,3,4089.1,16,1011.3,6,2693.3,21,384.5,20
TX,Texas,48,2003,22103374,553.1,6.4,14,36.3,22,167.5,9,342.9,13,4599.9,6,994.8,8,3160.8,6,444.3,15
AL,Alabama,1,2003,4503726,429.2,6.6,12,36.8,20,134.1,19,251.7,25,4046.4,18,960.2,12,2754.1,19,332.1,28
AR,Arkansas,5,2003,2727774,456.4,6.6,13,33.4,26,81.6,33,334.7,17,3632.4,26,917.1,14,2495.1,23,220.2,40
CA,California,6,2003,35462712,579.6,6.8,10,28.2,33,179.8,7,364.8,11,3426.4,27,683.2,26,2062.7,39,680.5,5
TN,Tennessee,47,2003,5845208,691.3,6.8,11,36.4,21,161,11,487.1,5,4389.3,9,1083.3,2,2853.1,13,452.9,14
IL,Illinois,17,2003,12649087,556.4,7.1,9,33.1,28,188,4,328.1,18,3287.9,31,619.4,30,2339.4,30,329.1,30
SC,South Carolina,45,2003,4148744,806.4,7.3,8,47.1,5,139.8,17,612.2,2,4521.7,7,1060.4,3,3080.7,8,380.6,21
GA,Georgia,13,2003,8676460,454.5,7.6,7,25.7,40,161.9,10,259.3,23,4259.7,14,910.5,16,2849,14,500.1,12
AZ,Arizona,4,2003,5579222,513.3,7.9,6,33.3,27,136.6,18,335.6,15,5634,2,1050.6,4,3561.9,2,1021.6,2
NV,Nevada,32,2003,2242207,616,8.8,5,38.8,18,233,3,335.4,16,4287.2,12,979.3,11,2378.1,27,929.8,3
MS,Mississippi,28,2003,2882594,323.9,9.3,4,37.4,19,104.6,24,172.6,38,3707.3,24,1025.6,5,2369.6,28,312.1,33
MD,Maryland,24,2003,5512310,703.5,9.5,3,24.6,43,241.3,2,428,9,3799.1,21,701,25,2437.7,26,660.4,7
LA,Louisiana,22,2003,4493665,636.9,13,2,35.6,23,156,12,432.4,7,4310.5,11,991.9,10,2881.2,12,437.4,16
DC,Columbia,9,2003,557620,1624.9,44.7,1,49.1,4,706.8,1,824.4,1,5863.5,1,837.7,17,3249.3,4,1776.5,1
NH,New Hampshire,33,2004,1299169,169.5,1.3,50,35.9,23,38.5,44,93.8,48,2051.9,49,383.2,48,1518.1,49,150.6,47
ND,North Dakota,38,2004,636308,87.7,1.3,51,27.8,35,6.8,51,51.9,51,1963.4,50,320.6,51,1495.5,50,147.3,48
ME,Maine,23,2004,1314985,103.7,1.4,49,24,44,22,46,56.4,50,2413.7,46,482.2,41,1832.4,41,99.1,50
IA,Iowa,19,2004,2952904,287.8,1.5,48,26.5,39,39.3,43,220.6,28,2904.8,35,607.1,30,2106.9,33,190.8,44
UT,Utah,49,2004,2420708,233.3,1.9,47,39.9,18,51.1,41,140.4,44,4038.6,16,628.9,28,3093.7,7,315.9,29
ID,Idaho,16,2004,1395140,247.4,2.2,43,42.6,9,17.3,47,185.4,35,2781,37,549.8,37,2034.8,35,196.3,43
MN,Minnesota,27,2004,5096546,269.8,2.2,44,41.7,13,79.9,32,146.1,41,3041.6,33,550.3,36,2226.1,32,265.2,35
SD,South Dakota,46,2004,770621,171.2,2.2,45,43.6,6,14.5,48,110.8,47,1931.6,51,408.5,46,1413.1,51,109.9,49
WY,Wyoming,56,2004,505887,229.9,2.2,46,22.1,46,13.2,49,192.3,32,3338.5,29,541.2,38,2639.3,21,157.9,46
NE,Nebraska,31,2004,1747704,308.6,2.3,42,35.5,26,65.1,40,205.7,30,3519.6,24,562.2,34,2654.9,20,302.5,32
RI,Rhode Island,44,2004,1079916,247.5,2.4,41,29.6,30,67.7,38,147.8,40,2886,36,506.1,40,2002.3,38,377.6,18
OR,Oregon,41,2004,3591363,298.6,2.5,40,35.7,25,76.6,34,183.8,36,4635.4,5,837.3,18,3282,1,516.1,9
HI,Hawaii,15,2004,1262124,254.6,2.6,38,26.4,40,74.8,35,150.8,39,4795.5,4,857.8,16,3254.7,2,683,6
VT,Vermont,50,2004,621233,114.8,2.6,39,25.8,41,12.6,50,73.9,49,2343.6,47,552.9,35,1696.1,45,94.5,51
MA,Massachusetts,25,2004,6407382,460.2,2.7,37,28,34,116.8,21,312.8,19,2468.2,43,538.4,39,1585.7,48,344.1,23
WI,Wisconsin,55,2004,5503533,209.8,2.8,36,20.6,48,73.9,36,112.5,46,2665.7,40,433.4,45,2025.6,37,206.7,42
CT,Connecticut,10,2004,3498966,289,2.9,35,21.6,47,119.7,20,144.9,42,2684.9,38,456.1,43,1908.3,40,320.5,26
WA,Washington,53,2004,6207046,343.6,3.1,34,46,4,94.5,26,200,31,4846.7,3,976.8,12,3173.4,3,696.5,5
MT,Montana,30,2004,926920,293.8,3.2,33,29.5,31,25.1,45,235.9,26,2936.1,34,379.2,49,2382.3,26,174.6,45
DE,Delaware,11,2004,830069,615,3.4,32,43,7,161.8,8,406.8,9,3283.6,30,683,24,2323.3,28,277.3,33
WV,West Virginia,54,2004,1812548,281.9,3.8,31,19.1,49,42.7,42,216.4,29,2555.8,41,606.5,31,1741.5,42,207.8,41
CO,Colorado,8,2004,4601821,372,4.4,29,42.3,10,81.3,31,244.2,24,3918.5,20,717.3,20,2679.5,18,521.6,8
OH,Ohio,39,2004,11450143,338.7,4.4,30,41.4,14,152.2,11,140.7,43,3662.3,22,842.9,17,2464.3,23,355,21
KS,Kansas,20,2004,2733697,377.9,4.5,27,41.8,12,66.3,39,265.4,21,4015.5,19,737,19,2967.2,9,311.3,30
NJ,New Jersey,34,2004,8685166,356.3,4.5,28,15.3,51,150.6,12,185.9,34,2433,44,472.4,42,1611.7,47,348.9,22
NY,New York,36,2004,19280727,440.4,4.6,26,18.7,50,173.8,5,243.3,25,2192.5,48,366.7,50,1613.2,46,212.7,39
IN,Indiana,18,2004,6226537,325.9,5.1,25,29,32,102.4,25,189.5,33,3403.6,27,677.2,25,2387.7,25,338.7,25
PA,Pennsylvania,42,2004,12394471,411.5,5.2,23,28.5,33,149.1,14,228.6,27,2417.3,45,439.3,44,1728.2,43,249.9,36
VA,Virginia,51,2004,7481332,275.5,5.2,24,24.3,43,92.2,27,153.8,38,2678.2,39,384.4,47,2060.5,34,233.3,38
OK,Oklahoma,40,2004,3523546,500.5,5.3,22,44.2,5,87.7,28,363.3,11,4242.1,10,1000.2,7,2874.1,11,367.7,20
FL,Florida,12,2004,17385430,711.8,5.4,21,38,21,172.5,6,495.8,5,4182.5,14,956.7,13,2775.2,13,450.5,12
AL,Alabama,1,2004,4525375,427,5.6,19,38.5,20,133.5,18,249.4,23,4029.3,18,987,10,2732.4,16,309.9,31
AK,Alaska,2,2004,657755,632.3,5.6,20,84.8,1,68,37,473.9,6,3370.9,28,573.6,33,2456.7,24,340.6,24
KY,Kentucky,21,2004,4141835,245.1,5.7,18,29.9,29,78.9,33,130.6,45,2540.2,42,625.4,29,1703,44,211.8,40
IL,Illinois,17,2004,12712016,545.7,6.1,14,33.2,27,177.6,4,328.7,16,3174.1,31,598.6,32,2257.9,29,317.6,27
MO,Missouri,29,2004,5759532,490.1,6.1,15,25.7,42,115.1,22,343.1,13,3900.1,21,702.7,22,2747.9,14,449.6,13
TN,Tennessee,47,2004,5893298,697.6,6.1,16,38.7,19,150.4,13,502.5,4,4326.8,9,1024.7,5,2881.7,10,420.4,15
TX,Texas,48,2004,22471549,540.9,6.1,17,37.3,22,159.4,9,338.1,14,4497.7,7,979.5,11,3099.5,6,418.6,16
NC,North Carolina,37,2004,8540468,447.8,6.2,13,27.4,36,138,16,276.2,20,4160.5,15,1184.9,1,2659.7,19,316,28
AR,Arkansas,5,2004,2750000,502.3,6.4,11,43,8,86.3,29,366.7,10,4033.1,17,1096.4,2,2699.7,17,237,37
MI,Michigan,26,2004,10104206,492.2,6.4,12,54.3,3,112.2,23,319.4,18,3066.1,32,635.7,27,1929.8,39,500.6,10
CA,California,6,2004,35842038,527.8,6.7,10,26.8,37,172.3,7,322,17,3423.9,26,686.1,23,2033.1,36,704.8,4
SC,South Carolina,45,2004,4197892,789.9,6.8,9,42.2,11,130.3,19,610.6,2,4536.9,6,1041.9,4,3120.4,4,374.6,19
GA,Georgia,13,2004,8918129,451,6.9,8,26.8,38,153.1,10,264.2,22,4223.5,11,930.6,15,2796.8,12,496,11
AZ,Arizona,4,2004,5739879,504.4,7.2,7,33,28,134.5,17,329.6,15,5073.3,1,991,9,3118.7,5,963.5,3
NV,Nevada,32,2004,2332898,616.4,7.4,6,40.9,15,210.3,3,357.8,12,4210,12,992,8,2247.8,31,970.3,2
MS,Mississippi,28,2004,2900768,295.4,7.8,5,40,17,86.3,30,161.2,37,3481.1,25,953.6,14,2256,30,271.6,34
NM,New Mexico,35,2004,1903006,687.4,8.9,4,54.6,2,108.4,24,515.6,3,4198.4,13,1047,3,2736.1,15,415.2,17
MD,Maryland,24,2004,5561332,700.6,9.4,3,23.7,45,229.7,2,437.9,8,3640.7,23,660,26,2335.6,27,645.2,7
LA,Louisiana,22,2004,4506685,640,12.7,2,35.9,24,145.7,15,445.8,7,4419.1,8,1006.5,6,2975.1,8,437.4,14
DC,Columbia,9,2004,554239,1369.4,35.7,1,40.1,16,577.7,1,715.9,1,4852.8,2,712,21,2623.8,22,1517,1
IA,Iowa,19,2005,2965524,293,1.3,50,28.6,33,38.9,43,224.5,28,2845,35,611.9,31,2048,33,186,44
VT,Vermont,50,2005,622387,126,1.3,51,24.6,42,12.2,50,87.6,48,2370,45,511.7,38,1750,43,108,48
ME,Maine,23,2005,1318220,112,1.4,49,24.7,41,24.5,45,61.8,51,2419,44,479.7,40,1837,40,102,51
NH,New Hampshire,33,2005,1306819,135,1.5,48,31.1,29,27.9,44,74.3,49,1839,50,320.8,51,1415,50,103,50
HI,Hawaii,15,2005,1273278,256,1.9,45,26.9,38,78.6,36,148,40,4800,3,769,17,3313,1,717,5
MT,Montana,30,2005,934737,282,1.9,46,32.2,27,18.9,46,228.7,27,3146,30,389.6,47,2546,22,211,39
ND,North Dakota,38,2005,634605,111,1.9,47,28.4,35,8.5,51,72.5,50,2025,49,321.9,50,1534,48,169,46
MN,Minnesota,27,2005,5126739,297,2.2,42,44,7,92.1,27,158.9,37,3088,34,579.6,34,2230,28,279,33
OR,Oregon,41,2005,3638871,287,2.2,43,34.8,21,68.1,38,181.9,35,4402,5,759.1,18,3114,3,529,9
UT,Utah,49,2005,2490334,225,2.2,44,36.9,19,44,42,142.2,42,3837,19,601.2,33,2894,7,341,23
SD,South Dakota,46,2005,774883,179,2.3,41,48.7,4,18.7,47,109.3,47,1767,51,323.3,49,1336,51,108,49
ID,Idaho,16,2005,1429367,257,2.4,40,40.4,14,18.6,48,195.3,31,2697,37,564.3,35,1931,36,202,43
NE,Nebraska,31,2005,1758163,287,2.5,39,33,26,59.2,40,192.6,32,3432,26,535.1,37,2580,19,317,28
MA,Massachusetts,25,2005,6433367,461,2.8,37,27.2,37,121.8,21,309,19,2358,46,539.8,36,1524,49,294,31
WY,Wyoming,56,2005,508798,230,2.8,38,24,43,15.3,49,188.3,33,3158,29,476.8,41,2536,23,145,47
CT,Connecticut,10,2005,3500701,273,3,36,20.3,48,112.3,23,136.9,45,2579,41,435.5,45,1840,39,303,30
RI,Rhode Island,44,2005,1073579,252,3.2,35,30.1,30,72.3,37,146.9,41,2728,36,495.4,39,1823,41,410,16
WA,Washington,53,2005,6291899,346,3.3,34,44.7,6,92,28,205.7,30,4890,1,959.1,8,3147,2,783,4
CO,Colorado,8,2005,4663295,397,3.7,31,43.4,9,84.7,32,264.9,22,4041,15,745.1,19,2736,11,560,8
KS,Kansas,20,2005,2748172,389,3.7,32,40,15,65.3,39,280.4,21,3806,20,692.4,24,2774,9,340,24
